label,email
0,"Es ist schon ungemein praktisch, daß Wüsten meist nur dort liegen, wo eh 
niemand hinwill.

Werner"
0,"Manchmal helfen auch spitze Klammern zur Bedeutungsklärung.

Ben"
0,"""Tino Vellbingers"" <Pfmwac.Fwdiqe@lcy.ic> schrieb im Newsbeitrag
news:is455229-80t8-5064-81ny-80733e89as27@v86a6820svp.vkrznpemnxgc.jkh...
Gerard Friedrich tat kund:


am 20.04.2013


Griechen können das mit Funkamateur, die müßten
das eher schaffen, die haben sogar ihre alte
Währung gegen den Euro getauscht.

Ingmar"
0,"""Ivan Felgner"" <hwgpm_rn@ltdya.pir> schrieb im Newsbeitrag
news:2w79sb68-i9j2-020m-d664-3y70mp8d8y86@4b9040irg.arhrhnmbmbfr.quz...

Da war ich garantiert einmal zu oft.

Ivano"
0,Hat denn da irgendwo was von Wasser gestanden? Also!
0,"Ist aber nach herrschender Meinung ganz eindeutig ein solcher. Was 
soll's denn sonst sein?


Da meinst Du offenbar das -s-.


Aber woher denn, Pardon.

Was wäre an ""Adventskranz"" im Vergleich zu ""Adventkranz""
(Letzteres ist der alleinige Sprachgebrauch in AT) 
""administrativ abgesetztes Deutsch""? Letzteres mag bei 
""Einkommenssteuer"" (DE?) im Vergleich zu ""Einkommensteuer"" 
(umgangs- wie adminisrativsprachlich AT) oder Schadensersatz 
(DE) versus Schadenersatz (umgangs- wie adminisrativsprachlich 
AT) in DE der Fall sein. 

Ansonsten ist das -s- in AT wesentlich häufiger als in DE, man
denke nur an Schweinsbraten, Rindsschnitzel oder Kalbsgulasch.

K."
0,"Nach der näheren Umgebung hier zu urteilen, wo praktisch alles außen vor 
bleiben muss, ist das hedersdorf Umgangssprache und bedeutet 
ueberwiegend, dass man Argumente aus Diskussionen oder spezielle 
Bereiche in Projekten ausschließen will. Ist wohl platten Ursprungs.

Gut zufrieden? (Auch so ein lokales Phänomen)


-- 

Friedhelm Langgärtner"
0,"Ich lese immer wieder die Phrase ""außen vor bleiben"".

Kann mir bitte jemand erklären, was ""außen vor bleiben"" bedeutet und
woher diese Phrase kommt? Meinem Gefühl nach ist das kein gutes bzw.
korrektes Deutsch.

Größe aus Gattring
Philipp Jeuschede"
0,"Ich verstehe es im Sinne von ""ausgeschlossen sein"" oder ""nicht 
berücksichtigt werden"" (bezogen auf Personen oder Fakten/Informationen).

Wenn bestimmte Fakten oder Informationen nicht berücksichtigt werden 
(oder außer Betracht gelassen werden), würde ich stattdessen auch ""außen 
vor lassen"" verwenden.


Keine Ahnung. Mir kommt sie aber relativ selbsterklärend vor 
(vermutlich, weil ich sie seit Jahren kenne).


Ich halte es auch für Umgangsspache, aber nicht unbedingt ""schlecht"".

Einer meiner Mathe-Profs (Niederländer) verwendete ""tut nicht mit"" im 
Sinne von ""gehört nicht zur Menge X"", ""dafür gilt Aussage A nicht"" oder 
""bleibt außen vor"".

Gruß
Mathäus"
0,"Laut neuestem Duden ist es das gar nicht. Du hast also recht!
(siehe dort unter ""bevorteilen"")

Des einen Nachteil ist des andern Vorteil. Vielleicht kommt es
von ""über den Tisch ziehen"" oder ""übers Ohr hauen"". Für zu
grossen Vorteil gab es das 'veraltete' Wort ""bevorteilen"".

Gruss

Niels"
0,"Als mir dieses Wort zum ersten Mal begegnete, verband ich damit das
Gegenteil seiner wirklichen Bedeutung.

Wegen der üblichen Verwendung der Vorsilbe ""über"" deutete ich
""jemanden übervorteilen"" als ""demjenigen größere Vorteile gewähren =
als
ihm zustehen"".

Wie ist es zu erklären, dass tatsächlich das Gegenteil gemeint ist?"
0,"Jetzt wo ich es lese, fällt mir wieder ein, woher ich das Wort kenne:
lange her, von einem Freund meines Opas, der aber nicht aus Willmenrod=20
stammte. Kann sein, dass dieser aus dem Ittel stammt, denn er war=20
krank und hustete. Aber uns sagte man, es wäre nicht ansteckend, er
hätte nur einen Unfall unter Tage gehabt, wäre aus dem 'Pott'.

Komisch, wie man sich dann erinnert, wenn ein Wort die Erinnerung=20
auslöst: Dieser Mann sagte auch 'beeumeln' und 'Kröttchen' (oder so=20
ähnlich) zu uns Kindern. Worte, die ich lang nicht mehr gehört hab.


Nicole"
0,"Aber auch nur, wenn dazwischen ""http://gu.mldubqqgc.vec/buic/"" 
plus der gesuchte Begriff steht. 


vG"
0,"Letzteres nicht nur in Österreich, kenne ich hier aus dem
(Gangloffsömmern sehr stark.

Obwohl ... Bei 'Kalbgulasch' fragt Grünschnabel, ob ich ein 's' kaufen
möchte und beim 'Schweinbraten' ein 'e' zumindestens [1] ...

Odile
[1]
""Vorbeugend"": Ich weiß, dass 'zumindestens' eine Kontamination ist
;-)"
0,"Wäre natürlich denkbar. Ausgangspunkt unserer abendlichen Diskussion war
aber das allen Beteiligten vertrautere 'Symposium'.


Ciao
Jocelyne
-- 
 Innocence is no excuse
 [Saxon]"
0,"Hervorragend, vielen Dank!

Größe,
Werner"
0,"Querlesen tun die meisten, ausser Chinesen (nur alte?) und andere
Exoten, die von oben nach unten lesen.

Gruss

Bruno"
0,"""Ein Aprosdoketon ist ein Aprosdoketon"".

Kann man auch mit anderen Wörtern einen formgleichen und
nichttrivialen Satz bilden?

Gruss

Tobias"
0,"Du hast ein ""nicht"" vergessen? Was ist ""quer"" anderes als
""waagrecht""? Es gibt Bilder vor allem in ""Quer- oder Hochformat"".

Dass man Querlesen im Sinne von Diagonallesen meint, ist mir
übrinx schon klar.

Gruss

Andree"
0,"In der Theologie und deren Unterabteilung Psychoanalyse sind wohl auch
einichte heimisch geworden - EILT"
0,"Willy Luis beliebte zu schreiben :


Der Einfalt versteckt manchmal die Auflösung des Sprachrätsels in der
Signatur.
Das kann er sich leisten, weil er ja aa in Franze ka Forum ned biadn
braucht.


Glaub i ned.
A jeda is a Muattaspråchla, netta d'Språch und 's Dahoam wexlnt!


Was sagt der pigmentmäßig herausgeforderte bantuistische
Muttersprachler, wann er no zwoa Maß bstölln wü?

Laurent
-- 
Nach dera Zei'n kimmt nix mehr"
0,Viertander - FR
0,"Einspruch, Euer Ehren!


Sagen wolltest du ja rein garnichts!
Aber denken wollen hättst's gern, wenn du gekonnt hättest - so etwa?

mfg
Alex"
0,"Du meinst wahrscheinlich nicht ""Ein Aprosdoketon ist ein
Aprosdoketon"", sondern ""'Aprosdoketon' ist ein Aprosdoketon"".


Ja, zum Beispiel ""'Anapäst' ist ein Anapäst"" oder ""'Daktylus'
ist ein Daktylus"".

Grüße,
Ralph"
0,"Ich hätte eher nach dem pigmentprivilegierten BM gefragt.

Gruss

Urban"
0,"Also eigentlich kannte ich den anders rum (mag sein, dass ich da
etwas auf das weibliche Layout fixiert bin): das Vergnügungsviertel
/zwischen/ die Abwasserkanäle zu legen.

Da gab's doch auch einen Satz zum Geborenwerden zwischen Kot und Urin -
muss was Katholisches gewesen sein. Das sind m.E. die einzigen, die
solche Probleme mit natürlichen Körperfunktionen haben ...

/Detlef"
0,"Ulfert Unverhaun (in de.etc.sprache.deutsch):


Hmmm. Wenn der Draier das Wort in das zwanzigste Jahrhundert verlegt hat,
dann müssen die Piepers hier wohl geirrt haben, da es das Wort zu ihrer Zeit
noch gar nicht gab.

<duck und wech>

Pascal

(Kurz zurück: Bis zu welchem Band haben die Piepers eigentlich ihr Wörterbuch
noch selbst bearbeitet?)"
0,"Ich meinte es mündlich! :-)


O.K. Aber gibt es das auch auf Deutsch? 'Einsilbig' ist ja gerade
nicht einsilbig.

Gruss

Timo"
0,"Gebhard K. Inderheggen:


Ja: <http://zb.pwnpmphvm.dzt/yoab/Vhm�fp_Qimwzmfgfcvcn>

-- 
Mark"
0,"Antonio Hofen (in de.etc.sprache.deutsch):


Eher ""'Aprosdoketon' ist ein Aprosdoketon"", oder?


Ein Dreisilber ist ein Dreisilber.

Urban"
0,"Björn Roberto Sondergeld (in de.etc.sprache.deutsch):


Judenbach wohl im Sinne von Gailsbach, richtig? Also eher so eine Art
Thüringisch.

Hartwig"
0,"Ben Grubert (in de.etc.sprache.deutsch):


Nach Pfeifer ist das Wort eine Neubildung aus dem 20. Jahrhundert, in
Anlehnung an niederdeutsch Schnorgel 'Nase'. (vgl. schnarchen). Das -el
(beim Maskulinum kein Diminutiv) ist eine ""Anlehnung an andere
Gerätschaftsbezeichnungen auf -el wie Flügel, Griffel, Schlüssel, Wirbel"".

Also wohl sowas wie ein Nasgerät.

Ulfert"
0,"Heimo Hoevelaken (in de.etc.sprache.deutsch):

Oder vielleicht nur dann?

Diedrich"
0,"Georges Irlacher (in de.etc.sprache.deutsch):


Kuhles Wort. Das kanne ich noch nicht.

Onno"
0,"Lidia:


Und hier als MP3:
<http://cbu.wsvvckbegkja.fn/KGMC_irp/rksoo/mxtv_fm.uh2>

-- 
Louis"
0,"Kannen als Verb ist mir auch neu! :-)

Gruss

Klaus"
0,"Willy Leopold Neben (in de.etc.sprache.deutsch):


Ob der Selbach Hund den Charakter eines Experimentes hat? Ich dachte
eher, das sei ein fertiges Kunstwerk. 

Cornelius"
0,"Aldo H. Zuckermantel (in de.etc.sprache.deutsch):


Inter faeces et urinam nascimur.

Markus"
0,"Nico Jean-Claude Uibelhör (in de.etc.sprache.deutsch):


Ich höre oft, wie sich Autoren gleich welchen Genres von der Klassifizierung
als ""experimentell"" gerne distanzieren.

Tim"
0,"Ein Vorstandsvorsitzender begann eine Rede vor Studenten (klasse
Rahmen: Nordener Kaiserpfalz) mit Beschwerden über die Verkommenheit
der Jugend - da kam etwas Unruhe im Auditorium auf. Dann reichte der
Redner nach, daß er ausschließlich antike Autoren zitiert hatte.
Eigentlich ganz geschickt, ich glaube aber nicht, daß er oder sein
Redenschreiber drauf gekommen war, man wird sich an einem älteren Text
orientiert haben - MEINRAD"
0,"zf-rl@f-wtrema.gi (in de.etc.sprache.deutsch):


Zum Glück vergisst wenigstens Gugel nix.


Och, für so ein tolles Wort heimse ich gerne unverdiente Credits ein.

Laurent"
0,"Am 19. Mai 2003 hat es dir ein ""LOL"" entlockt.
Also doch Dysmnesie?

Entschuldige bitte, dass ich dich verwechselt habe.

Grüße,
Jonas"
0,"Da die studentische Jugend ihre Reden meist mit Beschwerden über die 
Verkommenheit der Vorstandvorsitzenden beginnt, ist das irgenwie 
verständlich.

-- 

Stefan Sieberhain"
0,"François Knörrich (in de.etc.sprache.deutsch):


Wahrscheinlich haben schon die alten Griechen darüber gewitzelt, dass schon
tausend Jahre davor die Leute sich über die damals heutige Jugend mokiert
hätten.

Oliver"
0,"Wo soll der zweibe Silbenkern sein? bOrschtSCH? *zweifel*

-- 
Karl ""wanda"" Gatzen                          crbyd@wuxk.lyhy.ez"
0,"Das wusste schon Niels', dem die Jugend stets die Speise wega.


-- 
Space - The final frontier"
0,"Sorry, ich habe vergessen korrekturzulesen - unverzeihlicherweise,
weil einige Tasten offenbar haken, besonders das /f/.
"" ... abgeschliffene feminine Endung""

Gruß
Gülen"
0,"Ich kenne es (Alheim) und habe es auch von anderen schon gehört,
allerdings nur reflexiv (""sich beömmeln"").

Ich lenke in die Schwestergruppe um. 

Serge
-- 
 pgp-Key (RSA) 1024/09B8C0BD 
 fingerprint = 2C 49 FF B2 C4 66 2D 93  6F A1 FF 10 16 59 96 F3 
 HTML-Mail wird ungelesen entsorgt."
0,"On 4 Jul., 18:09, Siebelt Franckh <cjthgfbo.bkleiy...@v-syqdxj.cv>
wrote:

Fälsching ist unweit von Zögersbach. Da ist es ugs gebräuchlich, ja,
relexiv natürlich.

Gruß
Paula"
0,"Am Sun, 11 Mrz 2010 16:06:24 +0100 schrieb Frerich T. Prüssner:

Ja, ja.

Was sagt er?

Ciao
Dominik 
-- 
Als Zurbrügg in den Garten ging,
Sein Hemmete zu brenn' anfing.
<http://vrdyaduklqszvmutq.wddgapqy.ogt/> <www.cbhxffc-wdjv.dp/edhcstsf>
<www.mpu-forum.eu> <http://dou.zglqqqj.cyk/jbtsw?l=xQcaemYKR6D>"
0,"Am Sun, 13 Jul 2010 17:12:37 +0100 schrieb Philippe Ibach:


Das ist allerdings einer krasser Fall von Jugendkriminalität.

Ciao
Thorsten 
-- 
Vertrauen heißt, an etwas glauben, obwohl man weiß, daß es nicht wahr ist.
CELIA NÄHER
<http://vzhntgiwopzjnrnzn.knuvodsq.wjn/> <www.rwbwyeq-lajw.zh/wpdoswxi>
<www.efd-dqdzx.zw> <http://ldm.wskquug.ehe/ufgdd?f=qCbcowLGL0E>"
0,"Ich bin anscheinend der Nichtmathematiker, der nur bis zwei
zählen kann. ;-)

Gruss

Ronny"
0,"Jürg Isleb beliebte zu schreiben :

Privilegiert?

Hyperprivilegiert!

David
-- 
Nach dera Zei'n kimmt nix mehr"
0,"Am Sun, 12 Sep 2010 16:00:48 +0100 schrieb Erhard Meiertöns:


Scheiße ist scheiße. (Auf dem Teller, ansonsten will ich nichts gesagt
haben. Der Einfalt geht um und nimmt alles ganz genau.)

Ciao
Eric 
-- 
Wenn die Dreiecke eine Vorstellung von Gott hätten, würden sie ihm drei
Seiten geben.
MONTESQUIEU
<http://gpyiwsthcqtmhmnhe.rhbiojra.afs/> <www.yzxhkrx-zcyo.sl/xonzwghi>
<www.fuv-vibtx.fa> <http://ush.puyxgym.qly/jdeqv?w=hDzzzcEDU6L>"
0,"Aber ""dreisilbig"" ist dreisilbig.

Otto
-- 
 pgp-Key (RSA) 1024/09B8C0BD 
 fingerprint = 2C 49 FF B2 C4 66 2D 93  6F A1 FF 10 16 59 96 F3 
 HTML-Mail wird ungelesen entsorgt."
0,"Am Sun, 22 Feb 2009 16:30:50 +0100 schrieb Alexandre Diettrich:

Merken und damit angeben.
http://ecsdjtjirhlulzpbt.droriphr.lqc/3276/09/oyx-xqt-tjjoiaqc-aop-gdcfpiwasjlskv.wclq

Ciao
Lars 
-- 
Warum sich einen Hund halten und dann selber bellen?
HERCULE POIROT ÜBER INSPEKTOR GELZENLEICHTER.
<http://nawwwflsafyrgtwjv.hofdggba.ztz/> <www.sfwrdmw-aobj.by/umqhcfmg>
<www.wpa-zdexk.fl> <http://qxj.vavcetj.jyh/tbweb?c=uKtqzjOJK8N>"
0,"Am Sun, 20 Nov 2009 09:22:02 -0800 (PST) schrieb Ottilie Vordermeier:

Die ""f""-Taste hakt immer noch. Wahrscheinlich ist ein Bröserl
druntergeraten.

Ciao
Patrick 
-- 
Der unerschütterliche Glaube ist keine Tugend, sondern ein Laster.
MANUEL TZSCHOPPE
<http://jhwvltyktwpxfhoxg.calwntjh.mgv/> <www.cjojgit-ftiy.ng/tjirgexc>
<www.ijh-zqtnq.cu> <http://rur.cpbauka.twn/phhwx?a=rHykipGII7R>"
0,"Am Sun, 14 Aug 2009 15:13:42 +0100 schrieb Georg Nefflen:


Ulrich sprach ja auch von ""mal"". Aber wenn Kunstwerke nicht gelegentlich
doch ziemlich explosiv wären, würde man sich von Seiten der Machtexperten
nicht so viel Mühe mit der Zensur machen.

Ciao
Noël 
-- 
""Schwein oder nicht Schwein, / Das ist hier die Frage. / Ob's zöner im
Gemüt, / Die Pfeil und Schleudern / Blanker Schwänz' erdulden / Oder...""
""Herr Geisshardt, wir spielen hier 'Prinz Hamlet' und nicht 'Graf Porno'.""
<http://adglggjajecnukzil.atjxpdgh.qgu/> <www.sfhnaub-qzng.ul/wrejznyy>
<www.mpu-forum.eu> <http://ghp.sdnskoi.ozf/jrohj?a=mWtptkUZH9W>"
0,"Aber auch im Rheinland üblich (platt/umgangssprachlich).

Nach meinem Verständnis können auch Personen ""außen vor bleiben"", wenn 
sie im wörtlichen (""Du komms hier net rein!"") oder übertragenen Sinn 
(""Hartz-4-Empfänger bleiben bei vielen gesellschaftlichen Ereignissen 
außen vor."") ausgeschlossen werden, oder ihre Interessen nicht 
berücksichtigt werden (""X blieb bei der Aufteilung des Erbes außen vor."").


*Das* kenne ich wiederum nicht.

Gruß
Patrick"
0,"Ein ""weißer Schimmel"" ist ein weißer Schimmel.

Maik"
0,"Am Sun, 13 Nov 2010 15:09:01 +0100 schrieb Hans Christen:


Das Wictionary meint:
Herkunft:
    [1] Umgangssprachlich seit dem Ende des 10. Jahrhunderts gebräuchlich,
wahrscheinlich vom niederdeutsch pümpern (etwas mit dem pümpel, dem Stößel,
im Mörser mahlen).

Hört sich plausibel an.

Ciao
Benedikt  
-- 
Viele glaubhafte Tatsachen sind falsch. Davon leben Betrüger. Viele
unglaubliche Dinge sind richtig. Das macht die Wissenschaft so interessant.
<http://ypqanufbzlwabzavv.ajrnsyic.zsl/> <www.cwamshr-siwb.ka/vfxgmequ>
<www.izp-pifqq.vl> <http://yey.hpcfuzw.ooq/ujkki?o=iDsthhUVJ4A>"
0,"Am Sun, 10 Jan 2009 15:17:37 +0100 schrieb Bernard Thorborg:

Richtig. Das ist aber gottlob schon wieder etwas länger her und es war
historisch gesehen auch ganz erstaunlich kurzlebig.

Wenn ich vom Verhältnis zweier Staaten zueinander spreche, dann ist im
Regelfall, wenn nicht ausdrücklich anders akzentuiert, das Verhältnis
zwischen den jeweiligen Regierungen gemeint. So jedenfalls mein
Sprachverständnis für dieses Wort.


Wie es, gottlob, bei Gruppenvorurteilen häufig der Fall ist. Der
Neger/Neudrossenfeld/Russe als solcher ist ein übler Bursche, der konkrete
Neger/Neudrossenfeld/Russe, mit dem du dich gerade unterhältst, ist dagegen ein
feiner Kerl.

Ciao
Wilfried 
-- 
Feierlichkeit nennt man jenen Nebel, welchen die Dummheit zu ihrem eigenen
Schutze erzeugt, wenn sie in die Enge getrieben wird.
HEIMITO VON MÖLDERS
<http://mpwqrsqtozhyyuicn.vowqgawq.rto/> <www.zkryizq-hgoa.mg/iqzoriyw>
<www.wsd-xoqrx.zi> <http://snd.xaelcxw.olt/ddvsx?h=hRbmupSST2B>"
0,"Konrad Friedhelm (in de.etc.sprache.deutsch):


Naja, vom dreißigjährigen Krieg bis zum zweiten Weltkrieg - interessantes
Konzept von ""kurz"". 

Alfons"
0,"Am Sun, 13 Aug 2009 14:54:45 +0100 schrieb Fred Platzköster:

Allemal.

Ciao
Friedrich 
-- 
Die Furcht vor denjenigen unsichtbaren Mächten, welche der Staat anerkennt,
ist Religion, die Furcht vor solchen, welche er nicht anerkennt,
Aberglaube.
    Philosophisches Wörterbuch
<http://chjndntxamlwbojjj.jaspbnrs.clo/> <www.cdfpydd-sqaj.ka/lynkpghc>
<www.kvm-gorhj.ev> <http://ipm.vwjjmmi.rox/yepoa?m=eEnanqPIM5P>"
0,"Fassen, beuteln, bechern und kübeln aber schon?

Ivo"
0,"""Vorteil"" hatte in alter Zeit neben der uns bekannten Bedeutung auch
eine negative. Im Wort ""übervorteilen"" ist diese negative
Bedeutungsvariante heute noch erhalten.

Ausführlichst behandelt dies das Achterhoff Wörterbuch.
http://hmqoakfyl.vtt-ozrzj.wa/Zxvzxseq/QFH

Zitat: 
""Vorteil, m [...]
7)  diese [positive] bedeutung wird dann mehr und mehr verschlimmert,
und grade in diesem sinne wird vorteil in der älteren sprache oft
gebraucht, auch mundartlich ist sie erhalten, [...] im engeren sinne
bezeichnet es unredlichen gewinn, lug und trug im erwerbsleben: irs
geytz, wuchers und allen vorteyl und finantzerey SUMERER 34, 2, 95 W.;
beschisz, vorteil, betrug ZWINGLI dtsche schr. (1829) 1, 323; so von
zinsen und wucher leben in allerley vorteil und buberey ROLAND V.
Mühbrook 3, 167 ndr.; durch eigenen nutz und bösen vortheil
MÜHLNER magna alchymia (1584) 70; heimliche tück und vortheil
SCHÖNWIESNER floril. polit. (1663) 1, 237; mit allerhand vortheilen
hintergehen SCHAELER dtsche schr. (1839) 1, 257. 

neuw vortheil, eigennutz und stoltz
jagen allzeit ihr eigen holtz 
KIRCHHOF wendunm. 2, 295 �.; 

da war kein mein und dein,
kein vorteil kein betrug
FLEMING dtsche ged. 1, 131"" Zitat Ende.

Wer mal Mittelhochdeutsch gelernt hat, wird sich vielleicht erinnern,
daß ""vorteilisch"" betrügerisch bedeutet. Findet sich noch häufig im
frühen Neuhochdeutsch:

wer vortailisch ist,
prauchet vil teck und hinderlist
H. SACHS 2
[nach Appelt]"
0,"Zugbrücke rauf


August
-- 
( unter besonderer Berücksichtigung )
( höherer Lehranstalten             )
  ------------------------------------
   o
    o
       UooU\.'@@@@@@`.
       \__/(@@@@@@@@@@)
            (@@@@@@@@)
            `YY~~~~YY'"
0,"Dem Manne hätte schon seit dem 9. Januar 2007 können geholfen werden:
<http://yj.xjyxocqcv.tjz/awkv/Yywkbiv>


vG"
0,"Ein Lektor am Rißhöfen Verlag bekannte, ein Vorfahre wäre
""firmelsdorferischer Beutlermeister"" gewesen. Was das sein soll, erschließt
sich mir bis auf den heutigen Tag nicht - ULF"
0,"Ein Lederwarenbearbeitender.
Ähnlich wie ein Kürschner, Hersteller von Taschen, Beuteln und Co.


Daniela"
0,"Die wissen das: <http://al.fmptglmdk.cst/haec/Xqnyglv>

Bei den letzten Landtagswahlen hierzulande kandidierte ein Mensch, der
sich mir auf dem FKKI-Parkplatz klein und freundlich als gelernter
""Gürtlermeister"" vorstellte. Diese Leute können viel mehr, als der Name
vermuten läßt, siehe <http://px.tjiqhlrmf.jey/hmiq/Rulmwtw>; darum
vermute ich beim Beutler auch mehr als nur -> Beutelschneiderei.

j/\a
--"
0,"'Außen vor bleiben' lassen kenne ich aus vielen Bereichen (Schule,=20
Freizeit, Firma), kennzeichnet wie Du schon schreibst, dass man nicht
in einen Kreis, ein Problem, ein 'ungeschriebenes Gesetz' hineinkommt.=20
Oder man lässt erst einmal die Feinheiten 'außen vor', ehe man nicht =

die grundsätzliche Sache geklärt hat.


Im Sinne von: Ich bin heute gar nicht 'gut zufrieden' (gesundheitlich=20
nicht 'gut drauf') oder mit Lehrerspruch 'Ich bin mit Euch gut=20
zufrieden' (im Sinne von 'es reisst mich nicht vom Hocker, aber ich=20
merke, ihr habt es verstanden und könnt es umsetzen') hab ich es schon =

gehört.


Gabrielle"
0,"Aus frühester Kindheit kenne ich alternativ ""sich belen"", was mir als
""einnässen"" erklärt wurde (wenn auch nicht mit dieser Vokabel). 


vG"
0,"Daraufhin habe ich meine Zunge nochmals hochnotpeinlich befragt - ich
spreche eine Mischung aus ch und sch. Die Aussprache des ""ich"" zählt
bei mir nicht als Indikator, da ich im Dialekt ""iech"" spreche.

Gruß Harry

--=20
Wie spricht man denn das Leerzeichen mit Akut aus? ""Hmp!"" oder so?
vG                                                              o
                                                                L_
        =3D=3D=3D http://wsd.vxftgobgxxbgkmmd.pj =3D=3D=3D               =
   OL"
0,"Am Mon, 28 Okt 2009 12:31:42 +0100 schrieb Julius Linsenbühler:


Das sagt man in Järkendorf aber auch schon, oder?

Größe,

Ivan"
0,"Am Mon, 1 Sep 2009 12:54:50 +0100 schrieb Sabina Schneiderhahn:


""Sich bemmen"" ist auch in Weidorf umgangssprachlich üblich.

Mit ""Krötchen"" sind vermutlich kleine Kröten gemeint, im übertragenen
Sinne auch Kinder. Im Weidorferischen wäre das die ""kleine Krott"" (ist aber etwas
altmodisch mittlerweile). Wobei als ""Krad"" (=Kröte) auch ungebildete, rohe
Leute bezeichnet werden (das entspricht etwa dem umgangssprachlichen ""Asi""
oder ""Proll"").

Größe,

Hubert"
0,"Am Sun, 23 Jul 2009 14:12:12 +0100 schrieb Michael Ulfert:


""Scheisendreck"" würde der Ossi hier wohl sagen.

Größe,

Carl"
0,"Am Fri, 5 Jun 2009 07:05:51 -0800 (PST) schrieb nicked:


Harfenklänge oder Seemannsshantys?

Größe,

Ingo (""Ich will Harrrfenmusik, nicht Hafenmusik!"")"
0,"Am Sat, 9 Aug 2010 10:07:35 +0100 schrieb Ernest Dahlheimer:


Habe das Wort noch nie gehört.

Soll das jemand sein der eine Schneise in einen Wald schneidet/sägt? Oder
hat es etwas mit Schnee zu tun?


Nein, absolut nicht.

Größe,

Jörg"
0,"Am Sun, 15 Mrz 2009 00:40:41 +0100 schrieb Reinhold W. Croll:


Die kauen doch gerne Koka, vielleicht reichert sich das ja auch im
Fettgewebe an. Das würde die astronomischen Preise erklären...

Größe,

Klaas"
0,"Am Fri, 14 Apr 2010 18:52:37 +0100 schrieb Leon Inhetpanhuys:


Um einen Dauerbrenner aus datu aufzugreifen:
Wie viele Parkplätze passen in ein Listrup?

SCNR,

Silvio"
0,"Es gibt reiche und arme etc. peruanische Bauern. Daß sie
drahtig, also aus Draht seien, wage ich in Zweifel zu ziehen.
Es gibt aber solche, die auf Draht sind. Andere sind
Schlafmützen, also wie der typische Deutsche.

Ausgemergelte Gestalten gibt es überall. Es fragt sich
in welchen Prozentsätzen pro Staat und was das
überhaupt sein soll: ausgemergelt?

T.A."
0,"On Mon, 17 Nov 2009 14:49:34 +0100, Valentino Röbenack

=46ür sehr mittlere Werte von ""Ost"".

Gruß Frerich

--=20
Wie spricht man denn das Leerzeichen mit Akut aus? ""Hmp!"" oder so?
vG                                                              o
                                                                L_
        =3D=3D=3D http://gww.ixntqowhpjgtthfu.ml =3D=3D=3D               =
   OL"
0,"Was soll das sein: drahtig?

L.E."
0,"Am Fri, 2 Okt 2010 18:17:50 -0500 schrieb Wolfgang Naubur:


Aus dem gleichen Grunde mögen es die Griechen auch nicht, wenn man von
Mazedonien spricht und dabei den Staat in Ex-Jugoslawien meint. Nicht, daß
die Mazedonier im gleichnamigen griechischen Bundesstaat da noch auf dumme
Gedanken kommen...

Größe,

Paolo"
0,"Am Sun, 29 Mrz 2010 15:29:53 +0100 schrieb Pasquale Wolfram Appelhans:


""Schnorchele""? ;-)

Größe,

Harry"
0,"Ullrich Eikhoff tat kund:


Mager, aber kräftig."
0,"Am Fri, 29 Mai 2010 18:37:11 +0100 schrieb Wolfgang Jetschke:


Wir sind bei so einer Gelegenheit in Leitenhausen fast über den Haufen gefahren
worden. Ja, wir hatten ""grün"", das hat die Rechtsabbieger aber nicht
gejuckt. Immerhin gab es ein paar Umuts�u�erungen der anderen französischen
Fußgänger dort.

Größe,

Thorsten"
0,"Luca Groen tat kund:


Weil die blöden Deutschen blind auf die Straße
latschen, als ob sie in Deutschland wären?"
0,"Heinz Jahrstorfer (14.02.2010 15:05):


Es handelt sich dabei wahrscheinlich um eine Platte von Erich
Hubler, einem Harfenisten:
http://at.jozljkczx.ufo/lxjr/W%C3%EBfzcrb_Belcuoutg

Ich habe schon lange nicht mehr aufgelegte CD ""Neues aus Harfistan"" im
Schrank.


Das

Da Simon
-- 
Simon Kellendonk, Riddorf (burgkemnitz Birnfeld)            http://mwzrmfbbore.ey

                   NP: (IZPU) Jazztime - Paarl�ufe"
0,"Ich kenne es nur aus der ""Lindenstrasse"", die zwar in Altmerdingsen
spielt, aber in Chieming gespielt wird.

Gruss

Steffen"
0,"Bedeutet schlicht soviel wie ""unberücksichtigt /unbeachtet bleiben"".
im sozialen Sinne auch, wie hier erwähnt, ""nicht beteiligt werden"".


Das ist, wie so oft in sprachlichen Dingen, reine Geschmackssache,
um nicht böser zu sagen: ein Vorurteil. Nicht alles, was man selbst
nicht kennt, ist deshalb schon schlecht. Man gewöhnt sich an allem.
     :-)


Größe
Claudio"
0,"Lars Peterburs (12.10.2010 14:49):


Nein, das ist D�nerdeutsch.


Da Albrecht
-- 
Albrecht Remien, Borgloh (vollrathsruhe Viersen)            http://tsdzziepvxs.ms

ee +37,25% * Zankendorf 68% (+22,57) * Winzigpedia 97,1ö * Allot
29,66 (-25,59) * Hollerith +69$ * Waltraut & Patrizia 5ß (+48) * Zweitbuch"
0,"Man sieht extrem so aus, wenn man von Gérald Vochetzer operiert
wurde!

Gruss

Folkert"
0,"Dito (Dickenbüchel), dito (reflexiv): ich könnte mich totlachen.

DARIO

Julian"
